"code","song_code","artist","title","year","genre","subgenre","tempo (BPM)","key","energetics","instrumentation_groups","instrumentation","language","explicit_new","lyrics timeframe","timestamp_start","timestamp_end","duration_sec","url_excerpt"
"H_KendrickLamar_i","H066","Kendrick Lamar","i","2015","Hip-Hop/Rap",NA,"122",NA,"hoch","instrumental + vocal",NA,"en",NA,"(One day at a time, sun gon' shine) \n Everybody lookin' at you crazy (crazy!) \n What you gonna do? (what you gonna do?) \n Lift up your head and keep moving (keep moving) \n Or let the paranoia haunt you (haunt you)? \n Peace to fashion police, I wear my heart \n On my sleeve, let the runway start \n You know the miserable do love company \n What do you want from me and my scars? \n Everybody lack confidence, everybody lack confidence \n How many times my potential was anonymous? \n How many times the city making me promises? \n So I promise this \n I love myself \n (The world is a ghetto with big guns and picket signs) \n I love myself \n (But it can do what it want whenever it want, I don't mind) \n I love myself","00:01:22","00:02:00",38,"https://www.youtube.com/embed/8aShfolR6w8?start=82&end=120&autoplay=1"
"H_KendrickLamar_Rigamor","H088","Kendrick Lamar","Rigamortus","2011","Hip-Hop/Rap","Hip-Hop/Rap","176",NA,"mittel-hoch","instrumental + vocal",NA,"en",NA,"Got me breathing with dragons \n I'll crack the egg in your basket, you bastard \n I'm Marilyn Manson with madness \n Now just imagine the magic I light to asses \n Don't ask for your favorite rapper \n (He dead) Yessir \n (Amen) Church \n (He dead) I killed him \n (Amen) bitch \n And this is rigamortis \n And it's gorgeous when you die \n Ali recorded and I'm Morpheus, \n The Matrix in my mind \n I'm out the orbit \n You an orphan and a hairdresser combined \n I'm on the toilet when I rhyme \n If you the shit then I decline \n I climax when you begin \n And then I end on Cloud 9 \n And that's important when you morph \n Into an angel in the sky \n And don't be forging all my signatures \n My listeners reply and tell me \n That you biting style \n You got a hell of an appetite \n And I'm be here for a while \n Just buckle up before the ride \n Or knuckle up if you could fight \n We always making them duck or die \n A suit and tie is suitable and usual in suicide \n CSI, just might investigate","00:00:36","00:01:23",47,"https://www.youtube.com/embed/yh6QxtRpSH8?start=36&end=83&autoplay=1"
"H_KillerMike_ADIDAS","H023","Killer Mike","A.D.I.D.A.S.","2003","Hip-Hop/Rap","Soll laut Youtube Pop sein, aber für mich ist das eher Hip Hop/Rap","93",NA,"mittel","instrumental + vocal",NA,"en",NA,"65 Cevrolet Ipala peachy cream \n Cruisin' down the street like two fingers \n Cause the ivory is clean \n Talkin' 'bout meetin' at the MC room \n On the inside of the ship \n Not a honey dip to hunt on \n Cause she mobile than a grip \n Or the Blue Man Group \n Caught out on the Vegas Strip \n Tell em' a good game, juju p**** \n Give em' to my n**** Dime Legit \n Boss lips, legs, arms, necks \n Hip dips, hair net, mo' stretch \n It's a c**** and thats fo' sho \n My brain is on one track \n Like Mary Mary toss for c**** like a rock star does for s**** \n None of that but the female g**** where it's at \n I'm a man and I demand a WO-man for that act \n Personal preference cause I use the law of nature as a reference","00:00:41","00:01:19",38,"https://www.youtube.com/embed/nFibI_1ZPV4?start=41&end=79&autoplay=1"
"H_KIZ_EinAffe","H019","K.I.Z.","Ein Affe und ein Pferd","2013","Hip-Hop/Rap","Deutschrap","138",NA,"hoch","instrumental + vocal",NA,"de","yes","Ich war in der Schule und habe nix gelernt. Doch heute habe ich ei'n Affen und ein Pferd. Ich mach Mus aus deiner Fresse. Boom verrecke. Wenn ich den Polenböller in deine Kapuze stecke. Die halbe Schule war querschnittsgelähmt von mei'n Nackenklatschern. Meine Hausaufgaben mussten irgendwelche deutschen Spasten machen. Gee Futuristic ich krieg Durchfall von die Bässe. Ich ramm die Messerklinge in die Journalistenfresse","00:00:00","00:00:37",37,"https://www.youtube.com/embed/MSNzIXa67Vw?start=0&end=37&autoplay=1"
"H_LLCoolJ_AroundT","H020","LL Cool J","Around The Way Girl","1990","Hip-Hop/Rap","Pop","101",NA,"mittel","instrumental + vocal",NA,"en",NA,"Baby hair pumpin', lip gloss a-shinin' \n I think you're in the mood for whinin' and dinin' \n So we can go out and eat somewhere \n We got a lot of private jokes to share \n Lisa, Angela, Pamela, Renee \n I love you, you're from around the way \n I need that around the way girl (around the way girl) \n That's the one for me (She's all I ever need) \n I need that around the way girl (around the way girl) \n Fine as can be (She's all I ever need)","00:02:29","00:02:59",30,"https://www.youtube.com/embed/BQ5XnoRYDDY?start=149&end=179&autoplay=1"
"H_Logic_BlackSp","H055","Logic","Black Spiderman","2017","Hip-Hop/Rap",NA,"140",NA,"hoch","instrumental + vocal",NA,"en","yes","I feel like I don't belong. I feel like my life is wrong. I feel like I don't know what's up. What's up, what's up. Yeah, yeah. Aye. I ain't here to pick and choose. I ain't here to sing the blues. I'm just here to spread the clues. I'm just here to spread the news. Everybody know I do. Listen. I ain't ashamed to be white. I ain't ashamed to be Black. I ain't ashamed of my beautiful Mexican wife as a matter of fact. I know you fucking with that. And I'm not scared of the people who tell me I should be. Do what you love and don't ever wonder what it could be. Everybody from my hood, everybody know I'm good. Sometimes I'm misunderstood. But that's just the uneducated that never related they feel like I'm fading off. They feel like I'm fading. I'm right out my mind. Tell 'em! Momma don't love me. Daddy don't love me","00:00:42","00:01:26",44,"https://www.youtube.com/embed/sxjC4CNG3_c?start=42&end=86&autoplay=1"
"H_LordFinesse_MidasEr","H912","Lord Finesse","Midas Era","2015","Hip-Hop/Rap","Instrumental Hip-Hop","88",NA,"0.57999999999999996","instrumental",NA,NA,NA,NA,NA,NA,NA,NA
"H_Marteria_Kids","H103","Marteria","Kids","2014","Hip-Hop/Rap",NA,"80",NA,"mittel-hoch","instrumental + vocal",NA,"de",NA,"Alle spielen jetzt Golf, jeder fährt Passat \n Keiner tätowiert sich Wu-Tang auf'n Arsch \n Keiner tanzt mehr Moonwalk seit Michael Jackson starb \n Alle auf Salat, keiner mehr verstrahlt \n Jeder macht Diät, niemand isst mehr Fleisch \n Niemand hat 'nen Trichter, alle saufen Wein \n In der guten alten Zeit war'n alle Donnerstags schon breit \n Ich sitz' auf'm Sofa, rauch das ganze Zeug allein \n Alle sind jetzt ""Troy"" niemand geht mehr raus \n Keiner kämpft mehr bis zum ""Endboss"", alle geben auf \n Jeder geht jetzt joggen, redet über seinen Bauch \n Bevor die ""Lila Wolken"" kommen sind alle längst zuhaus' \n Alle haben 'nen Job, ich hab Langeweile! \n Keiner hat mehr Bock auf Kiffen, Saufen, Feiern \n So ist das hier im Block, Tag ein Tag aus \n Halt mir zwei Finger an den Kopf und mach \n Peng! Peng! Peng! Peng!","00:00:37","00:01:15",38,"https://www.youtube.com/embed/fkMg_X9lHMc?start=37&end=75&autoplay=1"
"H_Mattafix_BigCity","H118","Mattafix","Big City Life","2005","Hip-Hop/Rap","Reggea Fusion","87",NA,"langsam","instrumental + vocal",NA,"en",NA,"I'll share some wisdom with you \n Don't you ever get lonely \n From time to time? \n Don't let the system get you down \n Big City Life \n Me try forget by \n Pressure nah ease up no matter how hard me try \n Big City Life \n Here my heart have no base \n And right now Babylon deep on me case \n Big City Life \n Try forget by \n Pressure nah ease up no matter how hard me try \n Big City Life \n My heart have no base \n And right now Babylon deep on me case","00:01:14","00:01:51",37,"https://www.youtube.com/embed/JS7S2dVPjXU?start=74&end=111&autoplay=1"
"H_MaxHerre_1SteLie","H068","Max Herre","1Ste Liebe","2004","Hip-Hop/Rap","Deutschrap","97",NA,"niedrig","instrumental + vocal",NA,"de",NA,"Nach der Schule ging ich für drei Monate weg \n Hab noch anderes Endeckt, lag wo anders im Bett \n Hab zum ersten Mal daran gedacht wir würden uns trennen \n Als ich dich wieder sah wusste ich es war nur für nen Moment. \n Klar ging ich wieder mal Fremd, und sie, sie hat mir verziehen \n Blieb bei ihr, cancelte mein Zivi-Platz in Berlin \n Zwar war schon alles setted, nur ich wollt nicht wieder weg \n Von meiner Süßen aus'm Süden, mit dem Dialekt \n Und sie hat das geschätzt, gab mir die glücklichst Zeit \n Machmal tut einem Leid, dass man's immer erst rückblickend weiß \n Es ist der übliche Kreis, man schätzt sich wert was man hat \n Und bis man merkt, was man hat","00:01:20","00:01:57",37,"https://www.youtube.com/embed/9_LexyzlVL4?start=80&end=117&autoplay=1"
"H_MethodManAndRedman_HowHigh","H116","Method Man & Redman","How High","1995","Hip-Hop/Rap","Gangsta Rap","96",NA,"mittel","instrumental + vocal",NA,"en","yes","Yes, indeed, I'm ill as any STD's or sex disease \n These dirty rats want extra cheese \n On that piece of the pie \n Now ask me ""How high?"", I'll tell you ""Reach for the sky"" \n Blame the Crooked Letter I \n That's my home, 23's wrapped in chrome \n Not only snap on y'all niggas but I'll snap them bones \n Clap your dome, make you leave that crack alone \n You got the key to the city but the latch is on? \n I gots it locked, bringin' the noise, bringin' the funk \n Doctor Spock, bringin' my boys, bringin' you lungs \n Pop the Glock, but only if you feel this shit \n Jack the Ripper; don't make me have to kill this bitch \n Back to get ya, put it in check, that's the Mista \n Meth with his foot on your neck, shut your lips up I, I get so high \n Smoke cheeba cheeba, smoke cheeba cheeba \n I can touch the sky \n You're so high that I can kiss the sky","00:00:30","00:01:16",46,"https://www.youtube.com/embed/0mzGAuDPmWs?start=30&end=76&autoplay=1"
"H_MissyElliott_WorkIt","H102","Missy Elliott","Work It","2002","Hip-Hop/Rap","Pop, R&B","102",NA,"mittel-hoch","instrumental + vocal",NA,"en",NA,"I'd like to get to know ya so I could show ya \n Put the p**** on ya like I told ya \n Gimme all your numbers so I could phone ya \n Your girl actin' stank then call me over \n Not on the bed, lay me on your sofa \n Phone before you come, I need to shave my c**** \n You do or you don't or you will or won't ya \n Go downtown and eat it like a vulture \n See my hips and my tips, don't ya \n See my a** and my lips, don't ya \n Lost a few pounds and my whips for ya \n This the kinda beat that go ra-ta-ta","00:00:49","00:01:18",29,"https://www.youtube.com/embed/UODX_pYpVxk?start=49&end=78&autoplay=1"
"H_montebooker_23","H913","monte booker","23","NA","Hip-Hop/Rap","Instrumental Hip-Hop",NA,NA,NA,"instrumental",NA,NA,NA,NA,NA,NA,NA,NA
"H_NAS_DooRags","H003","NAS","Doo Rags","2001","Hip-Hop/Rap","Gangsta Rap","94",NA,"langsam","instrumental + vocal",NA,"en","yes","Pushing drop-tops, Stacy Lattisaw tapes, the 80's had us all apes \n Youngest gorillas up to bat at home plate \n That was a uncanny era, guns in my pants \n Yeah X-Clan hair, with dreads at the top of my fade \n Homicide and feds on the blocks where I played, b-ball \n That's when I wondered was I here for the cause, or be-cause \n 'Cause Ray Charles could see the ghetto \n Was told to stay strong and I could beat the Devil \n 'Cause yo, I used to play Apollo balcony seats \n Watching niggas swing razors in the front row, then out in the streets \n The car show, 560's, chemical Afros \n Acuras pumping Super Lover Cee and Casanova \n Live chicks be, asses busting out of they clothes \n Wearing lip gloss, big door knockers pealing they earlobes \n So where them years go? Where the old gold beers and cheers go? \n But now them shorties here doe, so \n The doo rags are back, fitted hats, snorkels and furs \n Riker's Island busting, still packed, what's the word? \n The drinkers stay drinking, or puffin they herb","00:00:17","00:01:11",54,"https://www.youtube.com/embed/1uWwLX4j970?start=17&end=71&autoplay=1"
"H_Nas_IfIRule","H063","Nas","If I Ruled The World (Imagine That)","1996","Hip-Hop/Rap","Gangsta Rap","94",NA,"niedrig-mittel","instrumental + vocal",NA,"en",NA,"Evidently, it's elementary, they want us all gone eventually \n Troopin' out of state for a plate, knowledge \n If coke was cooked without the garbage we'd all have the top dollars \n Imagine everybody flashin', fashion \n Designer clothes, lacing your click up with diamond vogues \n Your people holdin' dough, no parole \n No rubbers, go in raw imagine, law with no undercovers \n Just some thoughts for the mind \n I take a glimpse into time \n Watch the blimp read, ""The World Is Mine"" \n If I ruled the world, imagine that \n I'd free all my sons,","00:01:09","00:01:44",35,"https://www.youtube.com/embed/mlp-IIG9ApU?start=69&end=104&autoplay=1"
"H_NAS_NYState","H099","NAS","N.Y. State of Mind","1994","Hip-Hop/Rap","Gangsta Rap","84",NA,"niedrig","instrumental + vocal",NA,"en","yes","I'm like Scarface sniffin' cocaine \n Holding an M-16, see with the pen I'm extreme, now \n Bullet holes left in my peepholes, I'm suited up in street clothes \n Hand me a nine and I'll defeat foes \n Y'all know my steelo, with or without the airplay \n I keep some E&J, sitting bent up in the stairway \n Or either on the corner betting Grants with the cee-lo champs \n Laughing at baseheads trying to sell some broken amps \n G-packs get off quick, forever niggas talk shit \n Reminiscin' about the last time the Task Force flipped \n Niggas be running through the block shootin' \n Time to start the revolution, catch a body, head for Houston \n Once they caught us off-guard, the MAC-10 was in the grass and \n I ran like a cheetah with thoughts of an assassin","00:00:29","00:01:08",39,"https://www.youtube.com/embed/hI8A14Qcv68?start=29&end=68&autoplay=1"
"H_NaughtybyNature_OPP","H108","Naughty by Nature","O.P.P.","1991","Hip-Hop/Rap","Gangsta Rap","98",NA,"mittel-hoch","instrumental",NA,NA,NA,NA,"00:02:25","00:02:55",30,"https://www.youtube.com/embed/6xGuGSDsDrM?start=145&end=175&autoplay=1"
"H_NERDAndRihanna_Lemon","H058","N.E.R.D & Rihanna","Lemon","2017","Hip-Hop/Rap","Hip-Hop/Rap","95",NA,"hoch","instrumental + vocal",NA,"en","yes","Wait, wait a minute \n Shout out to them people, people \n Wait, wait a minute \n P-p-p-people, people \n Wait, wait a minute \n Mad ethnic right now \n I get it how I live it \n I live it how I get \n Count the motherfuckin' digits \n I pull up with a lemon \n Not 'cause she ain't livin' \n It's just your eyes get acidic \n And this here ain't a scrimmage \n Motherfucker, we ain't finished \n I told you we won't stop \n A nigga 'bout a business \n Like yours, but you rent it \n Wave hello to the top \n Nigga the Veyron glide \n Tell the paparazzi get the lens right","00:00:34","00:01:08",34,"https://www.youtube.com/embed/L_u97PqWX6g?start=34&end=68&autoplay=1"
"H_NickiMinaj_Moment4","H100","Nicki Minaj feat. Drake","Moment 4 Life","2010","Hip-Hop/Rap","Hip-Hop/Rap","98",NA,"mittel","instrumental + vocal",NA,"en",NA,"I fly with the stars, in the skies \n I am no longer trying to survive \n I believe that life is a prize \n But to live, doesn't mean you're alive \n Don't worry 'bout me, and who I fire \n I get what I desire, it's my empire \n And yes, I call the shots, I am the umpire \n I sprinkle holy water, upon a vampire \n In this very moment, I'm king \n In this very moment, I slayed Goliath with a sling \n This very moment I bring \n Put it on everything,","00:00:00","00:00:39",39,"https://www.youtube.com/embed/Ks3_kuRAzHs?start=0&end=39&autoplay=1"
"H_NoSpirit_Glowing","H920","No Spirit","Glowing Lights","2020","Hip-Hop/Rap","Instrumental Hip-Hop","144",NA,"0.26","instrumental",NA,NA,NA,NA,NA,NA,NA,NA
"H_NotoriousBIG_Juicy","H057","The Notorious B.I.G.","Juicy","1994","Hip-Hop/Rap","Gangsta Rap","96",NA,"mittel","instrumental + vocal",NA,"en",NA,"I made the change from a common thief \n To up close and personal with Robin Leach \n And I'm far from cheap \n I smoke skunk with my peeps all day \n Spread love, it's the Brooklyn way \n The Moët and Alizé keep me pissy \n Girls used to diss me \n Now they write letters 'cause they miss me \n I never thought it could happen, this rappin' stuff \n I was too used to packin' gats and stuff \n Now honeys play me close like butter play toast \n From the Mississippi down to the East Coast \n Condos in Queens, indo for weeks \n Sold-out seats to hear Biggie Smalls speak \n Livin' life without fear \n Puttin' five karats in my baby girl's ear \n Lunches, brunches, interviews by the pool \n Considered a fool 'cause I dropped out of high school \n Stereotypes","00:01:30","00:02:11",41,"https://www.youtube.com/embed/_JZom_gVfuw?start=90&end=131&autoplay=1"
"H_ObieTrice_Gotsome","H080","Obie Trice","Got some Teeth","2003","Hip-Hop/Rap","Gangsta Rap","141",NA,"mittel-hoch","instrumental + vocal",NA,"en",NA,"There's a lot of b*** up in here tonight boy \n I'm about to get drunk \n Let's hold down \n Where the bar at? Okay, okie dokey Obie's here \n No more focus, old pro's got a career \n And I like your brassiere and there's a party in here \n And I'm ready to talk naughty in Veronica's ear \n She erotic and it's hot, so a Heineken beer \n Pull her to the side and invite here to 'Cheers' \n Pull up a chair, n*** swear no drama \n Prepared for a player? You're workin with a MONSTER (*yelling*) \n I ain't got time to waste, let's vacate the place \n Shut blinds and drapes, grind 'til your face in a grimy state \n Concentrate, you will find that your bound to gape \n But we found what's fate \n We can watch two incredible mates m**** \n Why settle and wait \n Let's Escalade to the nearest Super Eight \n Til your rear is on the mirrors and they smearin","00:00:25","00:01:15",50,"https://www.youtube.com/embed/CwCWvn60L3w?start=25&end=75&autoplay=1"
"H_OutKast_BOB","H043","OutKast","B.O.B.","2000","Hip-Hop/Rap","Hip-Hop/Rap","154",NA,"hoch","instrumental + vocal",NA,"en",NA,"Too low to dig, I might just touch hell, hot \n Get a life, now they on sale \n Then I might cast you a spell \n Look at what came in the mail \n A scale and some Arm & Hammer \n Soul-gold grill and a baby mama \n Black Cadillac and a pack of Pampers \n Stack of question with no answers \n Cure for cancer, cure for AIDS \n Make a n**** wanna stay on tour for days \n Get back home, things are wrong \n Well not really, it was bad all along \n Before you left adds up to a ball of power \n Thoughts at a thousands miles per hour \n Hello, ghetto, let your brain breathe \n Believe there's always mo', ow \n Don't pull the thang out, unless you plan to bang \n Bombs over Baghdad (yeah, yeah) \n Don't even bang unless you plan to hit something \n Bombs over Baghdad (yeah, uh) \n Don't pull the thang out, unless you plan to bang \n Bombs over Baghdad, yeah (ha, ha, ha) \n Don't even bang unless you plan to hit something \n Bombs over Baghdad","00:00:31","00:01:21",50,"https://www.youtube.com/embed/lVehcuJXe6I?start=31&end=81&autoplay=1"
"H_OutKast_MsJacks","H065","OutKast","Ms. Jackson","2000","Hip-Hop/Rap","Pop","95",NA,"mittel-schnell","instrumental + vocal",NA,"en",NA,"I'm sorry Ms. Jackson (oh), I am for real \n Never meant to make your daughter cry \n I apologize a trillion times \n I'm sorry Ms. Jackson (oh), I am for real \n Never meant to make your daughter cry \n I apologize a trillion times \n My baby's drama mama, don't like me \n She be doing things like having them boys come from her neighborhood \n To the studio trying to fight me \n She need to get a, piece of the american pie and take her bite out \n That's my house, I'll disconnect","00:00:31","00:01:01",30,"https://www.youtube.com/embed/WEkuqv1V4n4?start=31&end=61&autoplay=1"
"H_Pharcyde_PassinM","H012","The Pharcyde","Passin' Me By","1992","Hip-Hop/Rap","Jazzrap","87",NA,"mittel","instrumental + vocal",NA,"en",NA,"When I went to school I carried lunch in a bag \n With an apple for my teacher 'cause I knew I'd get a kiss \n Always got mad when the class was dismissed \n But when it was in session, I always had a question \n I would raise my hand to make her stagger to my desk and \n Help me with my problem, it was never much \n Just a trick, to smell her scent and try to sneak a touch \n Oh, how I wish I could hold her hand and give her a hug \n She was married to the man, he was a thug, his name was Lee, he drove a Z \n He'd pick her up from school promptly at three o'clock \n I was on her jock, yes indeedy. I wrote graffiti on the bus \n First I'd write her name then carve a plus \n With my name last, on the looking glass \n I seen her yesterday but still I had to let her pass","00:00:27","00:01:11",44,"https://www.youtube.com/embed/48OYTEZQR9U?start=27&end=71&autoplay=1"
"H_PharoaheMonch_LetsGo","H032","Pharoahe Monch","Let's Go","2007","Hip-Hop/Rap",NA,"86",NA,"mittel-hoch","instrumental + vocal",NA,"en","yes","On the quest to qualify for these inquisitive quotes \n Quirk ass M-C's be as Queer as Folk \n Talkin' about, ""Nigga can rap"" \n No shit Sherlock, y'all just can't see me like Matt Murdoch \n I'm the pinnacle rhyme kid and any line of mine is criminal mind \n And I blind 'er with original rhyme shit \n Fall in line with the sick, cynical grime shit \n Clinically approved for you to move your behind with \n Timeless are world girls who get inspired with Pharoahe \n Do you need to be reminded now? \n Stick 'em up, it's that \n Get 'em up, it's that \n Put 'em up, it's that \n Let's go!","00:00:19","00:00:54",35,"https://www.youtube.com/embed/KIEdDS0FfwQ?start=19&end=54&autoplay=1"
"H_Philanthropextusken_pueblo","H914","Philanthrope x tusken","pueblo","2017","Hip-Hop/Rap","Instrumental Hip-Hop","164",NA,"0.36","instrumental",NA,NA,NA,NA,NA,NA,NA,NA
